,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Distance to Center,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
116,Census Tract 615.04,0.3726,250001.0,1226900.0,06,075,061504,Census Tract 615.04,0.0,0.0,0.0,1.4567931310001903,18.0,17273.559399914982,0.38052826008285806,11.663960106977097,0.7278250303766707,0.4040097205346294,0.027946537059538274,0.0,0.6395816572807723
117,Census Tract 615.05,0.3563,250001.0,1636400.0,06,075,061505,Census Tract 615.05,0.0,0.0,2.0,1.2820661117014458,6.0,33378.25403921133,0.40911361480491204,17.923682359634615,0.7704225352112676,0.2,0.0,0.0,0.5353383458646617
118,Census Tract 615.06,0.3381,250001.0,1587500.0,06,075,061506,Census Tract 615.06,0.0,0.0,6.0,1.352030384460935,41.0,43418.78544392192,0.3772097913209664,6.747804887048524,0.8948765054092672,0.5601143090426618,0.037150438865074506,0.01653398652786283,0.9897847500912076
120,Census Tract 615.08,0.4203,238154.0,1434600.0,06,075,061508,Census Tract 615.08,0.0,4.0,26.0,1.831392279478818,20.0,6057.4547720006185,0.3844310801948817,3.64589090611721,0.5842745438748914,0.5516941789748045,0.018245004344048653,0.17984361424847958,0.6536827195467422
125,Census Tract 9806,0.4681,91364.0,723300.0,06,075,980600,Census Tract 9806,0.0,12.0,14.0,8.757281525513818,12.0,180.16662115437418,0.3767915907422013,2.677787379555021,0.2744310575635877,0.2878179384203481,0.014725568942436412,0.0856760374832664,0.7917737789203085
127,Census Tract 131.02,0.3321,55848.0,439300.0,06,073,013102,Census Tract 131.02,0.0,16.0,7.0,2.1555040134921324,15.0,27254.971192559202,0.648420427263037,1.7754170182017364,0.06049382716049383,0.24567901234567902,0.10015432098765432,0.14843373493975903,0.8264069264069264
129,Census Tract 158.01,0.3949,40568.0,418800.0,06,073,015801,Census Tract 158.01,1.0,26.0,25.0,3.3568823611796885,22.0,11016.951609671614,0.4673657680303614,0.0,0.11328228148930553,0.3171375759176129,0.04198574069184051,0.18457882228677053,0.9585348997926745
131,Census Tract 160,0.4342,76953.0,636000.0,06,073,016000,Census Tract 160,1.0,12.0,32.0,2.2113506889220935,15.0,13999.310721838327,0.47558932478273686,6.3096229304833455,0.279491833030853,0.2323049001814882,0.057622504537205084,0.13003663003663005,0.9575688073394495
133,Census Tract 128.01,0.5237,210509.0,2000001.0,06,075,012801,Census Tract 128.01,2.0,22.0,64.0,3.594628982662382,17.0,9229.72477240187,0.4702269616770301,8.302153714442335,0.6150490730643402,0.2420937840785169,0.02544529262086514,0.009814612868047983,0.8603042876901799
134,Census Tract 128.02,0.4324,211333.0,2000001.0,06,075,012802,Census Tract 128.02,2.0,20.0,144.0,3.1399167649444157,13.0,9599.03331334338,0.47470190900401,1.770481877080953,0.6349869451697128,0.574934725848564,0.007832898172323759,0.05274151436031332,0.9494736842105264
135,Census Tract 129.01,0.4479,193631.0,1357400.0,06,075,012901,Census Tract 129.01,10.0,16.0,42.0,2.2726741884046886,18.0,16025.474741221702,0.42472435265866637,9.009630958772268,0.7262685536762168,0.40731791508457027,0.025888850535036246,0.031174229303775544,0.9063462723351817
136,Census Tract 129.02,0.3842,164167.0,1815800.0,06,075,012902,Census Tract 129.02,2.0,26.0,58.0,2.635093721506106,51.0,9904.037176937849,0.4065748744302485,10.67236277798478,0.6782135699971371,0.5313484111079302,0.010592613799026625,0.015249266862170088,0.9522373051784816
137,Census Tract 130.01,0.3729,168005.0,2000001.0,06,075,013001,Census Tract 130.01,0.0,12.0,33.0,2.148470571247534,24.0,10873.753656035326,0.454324826309275,14.435971576064405,0.710446247464503,0.4721095334685598,0.01977687626774848,0.05831643002028398,0.8598993288590604
138,Census Tract 130.02,0.429,174617.0,2000001.0,06,075,013002,Census Tract 130.02,0.0,16.0,86.0,2.704878764800038,16.0,14951.385980560743,0.4202218610739997,4.044005430348399,0.747005444646098,0.3996370235934664,0.005807622504537205,0.07985480943738657,0.8625170998632011
139,Census Tract 131.01,0.4451,200759.0,1198600.0,06,075,013101,Census Tract 131.01,1.0,22.0,11.0,1.911358948106583,20.0,21828.9307575713,0.4042590805210041,7.895837048924044,0.7324503311258278,0.4370860927152318,0.029933774834437085,0.014211533205793932,0.8459248232229252
140,Census Tract 134.02,0.4717,194883.0,2000001.0,06,075,013402,Census Tract 134.02,0.0,10.0,5.0,3.570125137401404,14.0,12236.1964128426,0.43080094754755943,9.264448804070879,0.7374768089053804,0.24025974025974026,0.026437847866419294,0.019016697588126158,0.8686305732484076
141,Census Tract 152.01,0.5436,80909.0,711700.0,06,075,015201,Census Tract 152.01,3.0,2.0,13.0,2.2227591260026593,4.0,19379.654094231148,0.40305526078425463,15.273459295985397,0.5804661487236404,0.23029966703662597,0.04273029966703663,0.1392896781354051,0.8993610223642172
142,Census Tract 152.02,0.4975,109423.0,1115300.0,06,075,015202,Census Tract 152.02,1.0,14.0,60.0,2.65132509886543,20.0,12238.21539797211,0.3552443968427484,2.2815433621965595,0.5098814229249012,0.3732981993851559,0.045234958278436536,0.07354956601187757,0.8921998247151621
143,Census Tract 153,0.4045,156683.0,1149400.0,06,075,015300,Census Tract 153,0.0,20.0,46.0,3.2992133174769167,17.0,9799.213419022748,0.3983784494609292,14.745666102942396,0.6946264744429882,0.46046308431629535,0.017911751856705984,0.06347746090156393,0.9224219489120151
144,Census Tract 154.01,0.5091,113770.0,1554800.0,06,075,015401,Census Tract 154.01,0.0,24.0,64.0,4.354887428588304,25.0,8293.366267802025,0.3733335161700323,6.430600211060399,0.7186346863468634,0.40129151291512916,0.09317343173431734,0.05396238051187172,0.9420889348500517
145,Census Tract 154.02,0.4466,142182.0,2000001.0,06,075,015402,Census Tract 154.02,0.0,12.0,26.0,4.34747123453311,9.0,8275.903427264086,0.4225117703659691,8.41207139601687,0.606430155210643,0.21729490022172948,0.02106430155210643,0.008130081300813009,0.9273952095808383
146,Census Tract 155,0.528,81944.0,1390600.0,06,075,015500,Census Tract 155,1.0,38.0,240.0,2.929702805502662,16.0,11616.384619255206,0.369986131907448,6.539072946604816,0.5389072847682119,0.3118101545253863,0.020143487858719646,0.11197989388438984,0.9402196014640097
147,Census Tract 156,0.5184,84625.0,1209600.0,06,075,015600,Census Tract 156,0.0,16.0,33.0,5.006352028751191,17.0,10695.450297739348,0.3675711356935359,3.434431082391472,0.5607893061744113,0.26543602800763844,0.007001909611712286,0.12571610439210693,0.9077109896782027
148,Census Tract 157.02,0.4448,173068.0,1143100.0,06,075,015702,Census Tract 157.02,0.0,20.0,39.0,3.991008044132593,30.0,9057.749832157366,0.35656907277298283,12.706086462545759,0.6940667490729295,0.369283065512979,0.014524103831891224,0.016698172652804034,0.9333791208791209
149,Census Tract 159,0.4859,97869.0,845900.0,06,075,015900,Census Tract 159,0.0,24.0,54.0,2.6380470601391344,6.0,15747.408627313062,0.36488410217140294,25.39502011729002,0.5105331040412726,0.37209802235597594,0.01053310404127257,0.1685589519650655,0.9205745669623997
150,Census Tract 161.01,0.6665,21589.0,541700.0,06,075,016101,Census Tract 161.01,0.0,14.0,4.0,3.0505028660964677,16.0,22452.276936152353,0.3382241570007285,14.522339203407263,0.3954248366013072,0.25272331154684097,0.006899055918663762,0.37194899817850635,0.9555802332037757
151,Census Tract 161.02,0.5205,22844.0,581100.0,06,075,016102,Census Tract 161.02,0.0,14.0,21.0,2.6649997760296644,9.0,9819.732504127807,0.365683894505847,7.533590761374842,0.23137417218543047,0.09188741721854304,0.02359271523178808,0.2644867549668874,0.8344671201814059
152,Census Tract 162,0.4401,186042.0,1561900.0,06,075,016200,Census Tract 162,3.0,20.0,260.0,2.6395547480250463,78.0,12559.13802082209,0.36830752722962085,3.457144483991772,0.6533527696793003,0.4857142857142857,0.02740524781341108,0.07784256559766764,0.7974628171478565
153,Census Tract 163,0.4587,131500.0,1339800.0,06,075,016300,Census Tract 163,2.0,24.0,43.0,3.129176065119526,48.0,18426.81884371677,0.3899727247943267,24.293506050152455,0.6369257950530035,0.3957597173144876,0.04063604240282685,0.08009817045961624,0.9615736505032022
154,Census Tract 164,0.3804,171477.0,1094900.0,06,075,016400,Census Tract 164,0.0,18.0,100.0,3.69049973865253,35.0,12944.775545854476,0.41561871838945763,8.421285680082295,0.5706426606651663,0.4458614653663416,0.009752438109527382,0.041448058761804824,0.8686284813452444
155,Census Tract 165,0.4096,185014.0,1437500.0,06,075,016500,Census Tract 165,0.0,42.0,45.0,4.526436352110158,28.0,15271.167732994429,0.41653262611613645,10.075742343410418,0.6736823487796251,0.4568447117085249,0.035373187124159884,0.116056648887254,0.9285427539140907
156,Census Tract 166.01,0.3922,167729.0,1803000.0,06,075,016601,Census Tract 166.01,0.0,22.0,121.0,4.522812538746404,38.0,15763.91087564518,0.4037697396031583,9.342418316097925,0.6406589990674542,0.3972645321728318,0.01771837115324837,0.11656823127137084,0.9415282392026578
157,Census Tract 166.02,0.3759,176143.0,1538300.0,06,075,016602,Census Tract 166.02,0.0,14.0,140.0,5.021641120858662,45.0,18192.322382273815,0.397774232717692,16.46919837243834,0.7736446379105659,0.6838148001582904,0.014641867827463396,0.06885635140482786,0.8595178719866999
158,Census Tract 167,0.4455,185806.0,1469500.0,06,075,016700,Census Tract 167,2.0,22.0,105.0,4.0764337489512155,77.0,11065.944067262531,0.4066297179403522,6.481257546788716,0.6537681960567533,0.4615809839690437,0.027271052146674038,0.037428200852325365,0.9383003492433062
159,Census Tract 168.01,0.4613,157313.0,1102100.0,06,075,016801,Census Tract 168.01,0.0,20.0,132.0,3.473692476709562,43.0,18051.393762629446,0.39230667021223115,11.700534776048077,0.6496207487154392,0.4049425006116956,0.018106190359677025,0.0988500122339124,0.9110699397869384
160,Census Tract 168.02,0.5453,89318.0,1065400.0,06,075,016802,Census Tract 168.02,2.0,12.0,78.0,3.0606880274628816,54.0,17541.661710843382,0.36897195451901044,13.992988582060761,0.5540540540540541,0.37307896131425544,0.01695813460519343,0.13272678619213274,0.8900569426193605
161,Census Tract 169,0.4796,130781.0,1342400.0,06,075,016900,Census Tract 169,3.0,32.0,91.0,4.024548266418661,26.0,10637.217764023388,0.4067206205378958,16.44508663086067,0.599234205488194,0.3155711550733886,0.0797702616464582,0.08930292322518471,0.9165694282380397
162,Census Tract 170,0.4461,213668.0,1497100.0,06,075,017000,Census Tract 170,0.0,42.0,38.0,4.6091611935397205,46.0,9211.474061717832,0.40985704516691385,10.037934679832894,0.7291232940087902,0.2546842470506593,0.029840388619014575,0.06315058986814712,0.8981178396072013
163,Census Tract 171.01,0.4216,173250.0,1824400.0,06,075,017101,Census Tract 171.01,0.0,46.0,9.0,4.955410181103561,50.0,13145.13684810151,0.4117699534378968,12.836991031846534,0.6609181442798154,0.3157639057566189,0.019917415593879037,0.050445859872611465,0.8665674603174603
164,Census Tract 171.02,0.4684,150602.0,1463400.0,06,075,017102,Census Tract 171.02,2.0,34.0,81.0,5.2678046711322235,48.0,13208.622560954424,0.433639980639175,18.796897852208563,0.5872078088877473,0.3154379655792448,0.020549704597996404,0.07720020586721564,0.929814385150812
167,Census Tract 177,0.3847,151406.0,972800.0,06,075,017700,Census Tract 177,0.0,66.0,135.0,3.1341308240905494,36.0,2077.3082307299924,0.43780399471673426,15.34033851830137,0.5796483750665956,0.37932871603622803,0.005860415556739478,0.06273458445040214,0.8271739130434783
168,Census Tract 178.03,0.6106,53790.0,2000001.0,06,075,017803,Census Tract 178.03,1.0,10.0,99.0,2.547111375187984,24.0,12954.419452805801,0.38440026505576913,15.076534211466473,0.338079739625712,0.4243287225386493,0.02034174125305126,0.19361525704809288,0.8316151202749141
169,Census Tract 178.04,0.5154,130980.0,893600.0,06,075,017804,Census Tract 178.04,2.0,13.0,97.0,1.9870129716138605,68.0,13688.962281552804,0.38634909498776154,11.007585512850767,0.557964399817435,0.4292560474669101,0.022592423550890004,0.1580512351326624,0.874612317235268
171,Census Tract 201.01,0.492,93344.0,845800.0,06,075,020101,Census Tract 201.01,2.0,10.0,65.0,3.144130545786355,45.0,10863.676100310655,0.42407666698196034,16.62995760337453,0.5896197948098975,0.3657211828605914,0.03108026554013277,0.12190706095353047,0.8620689655172413
172,Census Tract 201.02,0.5445,114375.0,953800.0,06,075,020102,Census Tract 201.02,7.0,12.0,119.0,3.6484947598819546,35.0,20404.44776890894,0.3876395377967768,6.9838909570161505,0.5506993006993007,0.29895104895104896,0.15174825174825174,0.14440559440559442,0.8450292397660819
173,Census Tract 202.01,0.5508,112610.0,1356500.0,06,075,020201,Census Tract 202.01,0.0,8.0,82.0,3.837849544722428,9.0,15632.455756460746,0.4173582089446357,4.726759593913713,0.6103777878925808,0.3413746017296313,0.04142011834319527,0.11515703231679562,0.9719240297274979
174,Census Tract 207.01,0.3552,219375.0,1400000.0,06,075,020701,Census Tract 207.01,0.0,0.0,84.0,4.539279939342019,32.0,13990.90244373312,0.39091984278994474,14.490868133893231,0.759271978021978,0.21600274725274726,0.08070054945054946,0.0625,0.8133414932680538
175,Census Tract 207.02,0.4756,131987.0,1131400.0,06,075,020702,Census Tract 207.02,0.0,8.0,61.0,4.145566693268424,21.0,16969.532476936343,0.4654750521521071,11.552789875579993,0.6199575371549894,0.2951167728237792,0.02038216560509554,0.08577494692144373,0.9027113237639554
176,Census Tract 208.02,0.4582,122463.0,1104400.0,06,075,020802,Census Tract 208.02,2.0,8.0,329.0,3.9716308873268606,27.0,19340.729106668397,0.39892906141188933,7.276847161912212,0.5768224299065421,0.4766355140186916,0.03850467289719626,0.07177570093457944,1.0
177,Census Tract 209,0.4737,130500.0,1136100.0,06,075,020900,Census Tract 209,0.0,32.0,176.0,5.010581660621683,32.0,14546.741477343154,0.4597186436059792,5.8348860362928185,0.47800263968323803,0.3607567091948966,0.025736911570611528,0.18323801143862736,0.9364655632674853
178,Census Tract 210,0.4759,142417.0,2000001.0,06,075,021000,Census Tract 210,0.0,8.0,81.0,5.145164596363019,59.0,13807.997611726101,0.4061684223568455,21.944367534408737,0.6202649314431792,0.2897978154775738,0.02742272832907274,0.0639089007669068,0.8385843763487268
179,Census Tract 211,0.424,191950.0,2000001.0,06,075,021100,Census Tract 211,0.0,22.0,71.0,5.131395301131457,50.0,9294.904687511278,0.41624642548470847,8.697047823098666,0.667343313879726,0.2753108348134991,0.01623953311342299,0.039583861963968535,0.9195456696639849
180,Census Tract 212,0.452,178681.0,1696200.0,06,075,021200,Census Tract 212,0.0,48.0,39.0,5.562388106113458,50.0,8909.092118652405,0.40728747862238335,12.756458306025465,0.6638518999675219,0.23059434881455018,0.03247807729782397,0.016623207301173403,0.9365884590995561
181,Census Tract 213,0.4712,161133.0,1622300.0,06,075,021300,Census Tract 213,0.0,40.0,38.0,5.947479011271644,19.0,8553.728216767946,0.3989271194556353,28.237532313777677,0.6707818930041153,0.12794612794612795,0.017583239805462027,0.024691358024691357,0.937984496124031
182,Census Tract 214,0.5227,184219.0,1537900.0,06,075,021400,Census Tract 214,0.0,24.0,159.0,5.558902291037259,44.0,10252.764610154285,0.407603814129722,7.4034564078236045,0.5904211395540875,0.2455271125791357,0.027525461051472612,0.07954858243875584,0.9491803278688524
183,Census Tract 215,0.4209,225129.0,1676600.0,06,075,021500,Census Tract 215,0.0,18.0,97.0,5.955988004917968,40.0,11231.746108732334,0.39693237773326656,13.566152402127218,0.6377464788732394,0.20056338028169013,0.02384976525821596,0.05126760563380282,0.8860996627950544
184,Census Tract 217,0.4708,141364.0,1420700.0,06,075,021700,Census Tract 217,0.0,66.0,33.0,6.858255957335282,31.0,3648.4122752660405,0.36055113075805884,13.828104094891977,0.559325792858727,0.14859170547793302,0.018629407850964737,0.06387225548902195,0.982740021574973
185,Census Tract 227.02,0.4191,212439.0,1432000.0,06,075,022702,Census Tract 227.02,0.0,16.0,57.0,3.7169275000692013,25.0,7448.38973353146,0.39990936629342505,20.316773693137893,0.7131818181818181,0.4240909090909091,0.011818181818181818,0.07136363636363637,0.9579349904397706
186,Census Tract 227.04,0.4607,235139.0,1318400.0,06,075,022704,Census Tract 227.04,0.0,30.0,35.0,3.8348426413144385,44.0,6285.025381980943,0.3767395934885183,10.204809333569198,0.6541946799181526,0.2624963460976323,0.024261911721718796,0.05536028119507909,0.8694396302715194
187,Census Tract 228.01,0.5089,159722.0,1137100.0,06,075,022801,Census Tract 228.01,0.0,28.0,101.0,3.9295261621574293,58.0,9817.54445279461,0.4242227159971314,9.043741073449981,0.4014456981664316,0.3025387870239774,0.032792665726375174,0.12475702420922424,0.9343832020997376
188,Census Tract 228.02,0.4394,90750.0,1098200.0,06,075,022802,Census Tract 228.02,0.0,20.0,10.0,4.064381575930163,18.0,8327.169287533978,0.4255607084815943,14.101086997968764,0.37995049504950495,0.29125412541254125,0.014438943894389438,0.1057550418101328,0.9325842696629213
189,Census Tract 228.03,0.4391,137737.0,1242200.0,06,075,022803,Census Tract 228.03,0.0,12.0,38.0,4.459560244859241,38.0,18675.203031867837,0.5115511698207947,6.261443352193711,0.34548907882241214,0.2909781576448243,0.03551756885090218,0.13478426880488736,0.9287984742530198
190,Census Tract 229.01,0.5118,86458.0,923100.0,06,075,022901,Census Tract 229.01,0.0,26.0,74.0,4.995959083382567,31.0,18523.34124440189,0.5499229359233586,14.522339203407263,0.3595920138888889,0.3146701388888889,0.02734375,0.07877604166666667,0.9626915389740173
191,Census Tract 229.02,0.4247,147656.0,980300.0,06,075,022902,Census Tract 229.02,0.0,16.0,18.0,4.936263603921675,20.0,14096.291001619004,0.4461177966287455,17.676512424056806,0.4307017543859649,0.26052631578947366,0.04517543859649123,0.11526616805983282,0.8754448398576512
192,Census Tract 229.03,0.4167,146250.0,1113500.0,06,075,022903,Census Tract 229.03,0.0,28.0,46.0,4.8627919492097265,28.0,10337.658463510546,0.4657875636246776,17.93329484598422,0.4810323383084577,0.30534825870646765,0.03669154228855721,0.061697463200751645,0.8792544570502431
